====================================================================================================
==============================================MiscItem==============================================
====================================================================================================
Old horseshoe [0171d2f2-75f1-474c-8b75-07e08d64345b]                             Price=42 Type=5 VisibilityCoef=1 SubType=0
Brigandine gauntlets [99910dfe-2ec7-4943-96a7-0cc27fd3a331]                      Price=37455 DefenseStab=147 DefenseSlash=107 SocialClassId=60 DefenseSmash=38 MaxStatus=26 Charisma=20 MaxQuality=4 FadeCoef=1 StrReq=0 WealthLevel=0
Bavarian plate legs [a4fa9057-3a42-4df7-8277-390e6da4c195]                       Price=36706 DefenseStab=134 DefenseSlash=97 DefenseSmash=35 MaxStatus=24 Charisma=15 MaxQuality=4 SocialClassId=3 FadeCoef=1 StrReq=0 WealthLevel=0
Jezhek's Brigandine [d9f33173-7f4c-4c75-a871-43d52fc0e35a]                       Price=35589 DefenseStab=136 DefenseSlash=98 DefenseSmash=35 MaxStatus=25 Charisma=18 MaxQuality=4 SocialClassId=3 FadeCoef=1 StrReq=0 WealthLevel=0
A suspicious bag [6534b5c8-4840-4329-88ed-12d45fe46f0b]                          Price=35922 DefenseStab=134 DefenseSlash=97 SocialClassId=60 DefenseSmash=35 MaxStatus=20 Charisma=20 MaxQuality=4 FadeCoef=1 StrReq=0 WealthLevel=0 VisibilityCoef=0
Noble brigandine legs [d5e769f1-e3af-4b65-a2f1-d5b3ec952d9f]                     Price=31897 DefenseStab=138 DefenseSlash=100 DefenseSmash=36 MaxStatus=25 Charisma=15 MaxQuality=4 SocialClassId=3 FadeCoef=1 StrReq=0 WealthLevel=0
Nuremberg gauntlets [b75b94e6-47e1-4202-a2dd-2aaf245d3ea8]                       Price=22486 DefenseStab=138 DefenseSlash=100 SocialClassId=60 DefenseSmash=36 MaxStatus=27 Charisma=22 MaxQuality=4 FadeCoef=1 StrReq=0 WealthLevel=0
Nuremberg gauntlets [cc334dba-2d91-4af9-9c44-ac02bcbb8fec]                       Price=22486 DefenseStab=138 DefenseSlash=100 SocialClassId=60 DefenseSmash=36 MaxStatus=27 Charisma=22 MaxQuality=4 FadeCoef=1 StrReq=0 WealthLevel=0
Brigandine gauntlets [040945cd-4f2b-476d-a259-61d2b239662f]                      Price=22486 DefenseStab=138 DefenseSlash=100 DefenseSmash=36 MaxStatus=27 Charisma=22 MaxQuality=4 SocialClassId=3 FadeCoef=1 StrReq=0 WealthLevel=0
Old brigandine legs [0ac7819f-5061-48ab-a040-8614b34376ab]                       Price=16556 DefenseStab=130 DefenseSlash=93 DefenseSmash=34 MaxStatus=24 Charisma=11 Weight=9 MaxQuality=4 SocialClassId=3 FadeCoef=1 StrReq=0 WealthLevel=0
Riding gloves [0fca1819-2818-4c48-bcf9-7e7fadce4bcb]                             Price=15677 DefenseStab=130 DefenseSlash=93 DefenseSmash=34 MaxStatus=27 Charisma=22 MaxQuality=4 SocialClassId=3 FadeCoef=1 StrReq=0 RPGBuffWeight=0 WealthLevel=0
Lost helmet [0f716757-c281-4b58-af60-c6afc6750717]                               Price=13397 DefenseStab=121 DefenseSlash=91 DefenseSmash=32 MaxStatus=23 Charisma=15 MaxQuality=4 SocialClassId=3 FadeCoef=1 StrReq=0 WealthLevel=0
A suspicious bag [09567135-d301-4eb4-8876-f3be04e904e0]                          Price=15804 Conspicuousness=25 Charisma=19 Weight=10 MaxStatus=3 FadeCoef=1 DefenseStab=0 DefenseSlash=0 DefenseSmash=0 StrReq=0 Noise=0 Visibility=0 SocialClassId=0 WealthLevel=0 VisibilityCoef=0
A suspicious bag [c0f92b8e-60f5-4792-9863-de36807ed981]                          Price=9766 DefenseStab=119 DefenseSlash=85 DefenseSmash=30 MaxStatus=26 Charisma=15 MaxQuality=4 SocialClassId=3 FadeCoef=1 StrReq=0 WealthLevel=0
A suspicious bag [82735e11-dab2-463d-863d-b1858c4b9ef5]                          Price=12000 Charisma=36 Weight=8 MaxStatus=3 FadeCoef=1 DefenseStab=0 DefenseSlash=0 DefenseSmash=0 StrReq=0 Noise=0 Visibility=0 Conspicuousness=0 SocialClassId=0 WealthLevel=0 VisibilityCoef=0
Hauberk long [31da3908-dd04-41cc-a376-3754b2fbea51]                              Price=9382 DefenseSlash=60 DefenseSmash=53 DefenseStab=29 MaxStatus=21 Charisma=11 MaxQuality=4 SocialClassId=3 Noise=1 FadeCoef=1 StrReq=0 WealthLevel=0
Mail collar with badge [42fa0f12-5a76-40d0-a2ff-40181fd1a992]                    Price=8064 DefenseSlash=79 DefenseSmash=64 DefenseStab=31 MaxStatus=25 Charisma=23 MaxQuality=4 SocialClassId=3 FadeCoef=1 StrReq=0 WealthLevel=0
A suspicious bag [a3f1ffe2-8bc8-4411-843e-4ac3231257a9]                          Price=10693 MaxStatus=31 Conspicuousness=25 Weight=24 Charisma=22 FadeCoef=1 DefenseStab=0 DefenseSlash=0 DefenseSmash=0 StrReq=0 Noise=0 Visibility=0 SocialClassId=0 WealthLevel=0 VisibilityCoef=0
A suspicious bag [391e4eb4-bc8f-49f7-ae76-034d65f763ff]                          Price=10693 Weight=34 Conspicuousness=25 Charisma=14 MaxStatus=2 FadeCoef=1 DefenseStab=0 DefenseSlash=0 DefenseSmash=0 StrReq=0 Noise=0 Visibility=0 SocialClassId=0 WealthLevel=0 VisibilityCoef=0
Lavish caftan [38f3a103-fe9e-4cde-b023-3911e2626020]                             Price=7518 DefenseSlash=42 DefenseSmash=37 Charisma=23 MaxStatus=20 DefenseStab=13 MaxQuality=4 SocialClassId=3 FadeCoef=1 StrReq=0 WealthLevel=0
Drowner's gambeson [ab7e7c7f-b03f-4d58-8f88-943bdfed50de]                        Price=7958 DefenseSlash=50 DefenseSmash=39 DefenseStab=15 MaxStatus=15 Weight=14 WealthLevel=6 Charisma=4 MaxQuality=4 SocialClassId=3 FadeCoef=1 StrReq=0
Short aketon [a55966fa-0937-40bb-aaae-fa0bccc7180a]                              Price=6798 DefenseSlash=50 DefenseSmash=39 Charisma=21 MaxStatus=19 DefenseStab=15 WealthLevel=4 MaxQuality=4 SocialClassId=3 FadeCoef=1 StrReq=0
Kastenbrust [675ea411-34d2-4c6c-95b7-062b6d1027c6]                               Price=7385 DefenseStab=75 DefenseSlash=54 DefenseSmash=18 MaxStatus=17 Charisma=7 MaxQuality=4 SocialClassId=3 VisibilityCoef=3 FadeCoef=1 StrReq=0 WealthLevel=0
Noblewoman's cotehardie [e0d7263b-7ed3-4a28-9f76-a0f83000bd04]                   Price=7284 Charisma=64 SocialClassId=60 MaxStatus=18 WealthLevel=10 MaxQuality=4 DefenseSmash=3 Weight=3 DefenseStab=1 DefenseSlash=1 Conspicuousness=1 FadeCoef=1 StrReq=0
Erik's pourpoint [d6a2e36a-3a27-401f-8f17-f50137622fe4]                          Price=6091 DefenseSlash=45 DefenseSmash=38 Charisma=20 MaxStatus=18 DefenseStab=14 WealthLevel=6 MaxQuality=4 SocialClassId=3 FadeCoef=1 StrReq=0
Long pourpoint [df85f445-9eb1-43c2-82c0-39e793227aab]                            Price=6039 DefenseSlash=45 DefenseSmash=38 MaxStatus=18 Charisma=17 DefenseStab=14 WealthLevel=6 MaxQuality=4 SocialClassId=3 FadeCoef=1 StrReq=0
Mail collar [88176355-9735-415d-a2e8-78189d1639e1]                               Price=5087 DefenseSlash=67 DefenseSmash=57 DefenseStab=27 MaxStatus=19 Charisma=16 MaxQuality=4 SocialClassId=3 FadeCoef=1 StrReq=0 WealthLevel=0
Burgher coat [8ddf24c9-6562-4180-b309-6bdd3cad46bd]                              Price=7193 DefenseStab=118 DefenseSlash=42 Conspicuousness=24 MaxStatus=14 Charisma=13 SocialClassId=3 MaxQuality=3 Visibility=1 Weight=1 FadeCoef=1 DefenseSmash=0 StrReq=0 Noise=0 WealthLevel=0 VisibilityCoef=0
Legate's gloves [c69361d6-84d5-4c74-a399-97890561087f]                           Price=5629 Charisma=69 MaxStatus=18 DefenseSmash=8 DefenseSlash=7 MaxQuality=4 DefenseStab=3 SocialClassId=3 Conspicuousness=1 Weight=1 FadeCoef=1 StrReq=0 WealthLevel=0
A suspicious bag [fbe48ef0-40da-424e-af44-41e9e7579437]                          Price=6521 Weight=29 Conspicuousness=14 Charisma=12 MaxStatus=3 FadeCoef=1 DefenseStab=0 DefenseSlash=0 DefenseSmash=0 StrReq=0 Noise=0 Visibility=0 SocialClassId=0 WealthLevel=0 VisibilityCoef=0
Fitted coat [201942e1-4ba5-493b-a234-4923389fe531]                               Price=5099 Charisma=54 MaxStatus=19 WealthLevel=15 DefenseSmash=5 MaxQuality=4 DefenseSlash=3 SocialClassId=3 DefenseStab=1 Conspicuousness=1 FadeCoef=1 StrReq=0
Noble gloves [414f8f5e-ca5a-467f-a10a-4ca1812ea669]                              Price=5051 Charisma=69 MaxStatus=18 MaxQuality=4 SocialClassId=3 DefenseSmash=1 Conspicuousness=1 FadeCoef=1 DefenseStab=0 DefenseSlash=0 StrReq=0 WealthLevel=0
Noble gloves [51b61116-8059-4475-9455-cc73b335ed2b]                              Price=5051 Charisma=69 MaxStatus=18 MaxQuality=4 SocialClassId=3 DefenseSmash=1 Conspicuousness=1 FadeCoef=1 DefenseStab=0 DefenseSlash=0 StrReq=0 WealthLevel=0
Noble gloves [a2e58fdb-0179-4b1b-9299-2252a8c021b7]                              Price=5051 Charisma=69 MaxStatus=18 MaxQuality=4 SocialClassId=3 DefenseSmash=1 Conspicuousness=1 FadeCoef=1 DefenseStab=0 DefenseSlash=0 StrReq=0 WealthLevel=0
Noble gloves [e62d37e8-de7a-47b2-9507-2894b3f15889]                              Price=5051 Charisma=69 MaxStatus=18 MaxQuality=4 SocialClassId=3 DefenseSmash=1 Conspicuousness=1 FadeCoef=1 DefenseStab=0 DefenseSlash=0 StrReq=0 WealthLevel=0
A suspicious bag [3b7e27a0-7375-4076-b406-90ab532c9323]                          Price=6231 Weight=29 Conspicuousness=28 Charisma=17 MaxStatus=1 FadeCoef=1 DefenseStab=0 DefenseSlash=0 DefenseSmash=0 StrReq=0 Noise=0 Visibility=0 SocialClassId=0 WealthLevel=0 VisibilityCoef=0
Short aketon [67129f45-fbc4-4547-be4f-8262bc636a13]                              Price=4471 DefenseSlash=43 DefenseSmash=37 MaxStatus=17 Charisma=17 DefenseStab=14 WealthLevel=9 MaxQuality=4 SocialClassId=3 FadeCoef=1 StrReq=0
Short aketon [b4c5fae6-1289-4456-ba60-b5de7da55dd8]                              Price=4471 DefenseSlash=43 DefenseSmash=37 MaxStatus=17 Charisma=17 DefenseStab=14 WealthLevel=6 MaxQuality=4 SocialClassId=3 FadeCoef=1 StrReq=0
Short aketon [e4d2f1c7-1332-4c7b-bde8-219fe44a4bba]                              Price=4471 DefenseSlash=43 DefenseSmash=37 MaxStatus=17 Charisma=17 DefenseStab=14 WealthLevel=6 MaxQuality=4 SocialClassId=3 FadeCoef=1 StrReq=0
Short aketon [91e271bc-be16-49ea-af14-ecf97a5033d4]                              Price=4471 DefenseSlash=43 DefenseSmash=37 MaxStatus=17 Charisma=17 DefenseStab=14 WealthLevel=4 MaxQuality=4 SocialClassId=3 FadeCoef=1 StrReq=0
Short aketon [32c601fe-12ce-4449-b044-f473507994f7]                              Price=4471 DefenseSlash=43 DefenseSmash=37 MaxStatus=17 Charisma=17 DefenseStab=14 MaxQuality=4 SocialClassId=1 FadeCoef=1 StrReq=0 WealthLevel=0
Short aketon [5d603bea-3062-4d38-80d1-d3642dbfa2ff]                              Price=4471 DefenseSlash=43 DefenseSmash=37 MaxStatus=17 Charisma=17 DefenseStab=14 MaxQuality=4 SocialClassId=1 FadeCoef=1 StrReq=0 WealthLevel=0
A suspicious bag [a3f652b1-dd99-4862-9256-85416824b8b8]                          Price=6164 Charisma=37 Conspicuousness=10 Weight=10 MaxStatus=2 FadeCoef=1 DefenseStab=0 DefenseSlash=0 DefenseSmash=0 StrReq=0 Noise=0 Visibility=0 SocialClassId=0 WealthLevel=0 VisibilityCoef=0
Capon's gambeson [08b22db7-f612-40a3-b7b0-351a731bf5e0]                          Price=4408 DefenseSlash=40 DefenseSmash=36 Charisma=23 MaxStatus=18 DefenseStab=13 WealthLevel=6 MaxQuality=4 SocialClassId=3 FadeCoef=1 StrReq=0
Old gambeson [1c6988c7-bcbc-490e-97aa-350b378ef186]                              Price=4301 SocialClassId=60 DefenseSlash=40 DefenseSmash=36 MaxStatus=18 Charisma=17 DefenseStab=13 WealthLevel=10 MaxQuality=4 FadeCoef=1 StrReq=0
Long pourpoint [274b827f-cf97-42ba-97b1-8c73bb5bbc3b]                            Price=4350 DefenseSlash=40 DefenseSmash=36 MaxStatus=18 Charisma=17 DefenseStab=13 WealthLevel=6 MaxQuality=4 SocialClassId=3 FadeCoef=1 StrReq=0
Old gambeson [876c492b-7f08-4956-81a6-836ff1b5e607]                              Price=4268 SocialClassId=60 DefenseSlash=40 DefenseSmash=36 MaxStatus=18 Charisma=15 DefenseStab=13 WealthLevel=10 MaxQuality=4 FadeCoef=1 StrReq=0
Old gambeson [c2016c1f-1b75-48d4-b486-12011cf7ece1]                              Price=4268 SocialClassId=60 DefenseSlash=40 DefenseSmash=36 MaxStatus=18 Charisma=15 DefenseStab=13 WealthLevel=10 MaxQuality=4 FadeCoef=1 StrReq=0
Lords of Holohlavy caparison [e99a819c-612b-4842-b6d8-6ecf35113ae7]              Price=5175 MaxStatus=50 Conspicuousness=11 Charisma=11 Weight=8 MaxQuality=4 DefenseStab=3 DefenseSlash=3 DefenseSmash=3 SocialClassId=3 FadeCoef=1 StrReq=0 Noise=0 WealthLevel=0
Caparison sewn in Aulitz colours [c36d9fa2-3484-487e-9fd6-4eea23bf4bf5]          Price=5175 MaxStatus=50 Conspicuousness=12 Weight=8 Charisma=5 MaxQuality=4 DefenseStab=3 DefenseSlash=3 DefenseSmash=3 SocialClassId=3 FadeCoef=1 StrReq=0 Noise=0 WealthLevel=0
Markvart von Aulitz's caparison [2428b944-b184-4e9a-9faa-58c778003c48]           Price=5175 MaxStatus=50 Charisma=9 Weight=8 MaxQuality=4 DefenseStab=3 DefenseSlash=3 DefenseSmash=3 SocialClassId=3 FadeCoef=1 StrReq=0 Noise=0 Conspicuousness=0 WealthLevel=0
Lords of Holohlavy caparison [a5427b6d-f30d-4090-af39-50e793693800]              Price=5175 MaxStatus=50 Weight=8 MaxQuality=4 DefenseStab=3 DefenseSlash=3 DefenseSmash=3 SocialClassId=3 Conspicuousness=1 FadeCoef=1 StrReq=0 Noise=0 Charisma=0 WealthLevel=0
Legate's hose [f8f75f14-085c-407c-abc0-2977d4aa3624]                             Price=4097 Charisma=58 MaxStatus=18 WealthLevel=10 MaxQuality=4 DefenseSmash=3 SocialClassId=3 DefenseStab=1 DefenseSlash=1 Conspicuousness=1 FadeCoef=1 StrReq=0
Noble's quilted hose [a6d373c3-de69-4cd7-8355-740da04cf8f8]                      Price=3589 SocialClassId=60 DefenseSlash=50 DefenseSmash=39 DefenseStab=36 MaxStatus=19 Charisma=13 WealthLevel=10 MaxQuality=4 FadeCoef=1 StrReq=0
A suspicious bag [4ab86b39-e094-4737-beda-5cbd29d6f65a]                          Price=3221 DefenseSlash=37 DefenseSmash=35 Charisma=29 MaxStatus=20 DefenseStab=13 MaxQuality=4 SocialClassId=3 FadeCoef=1 StrReq=0 WealthLevel=0
A suspicious bag [e931202b-bd5f-4351-b97c-75a5a2a12f81]                          Price=4000 MaxStatus=31 Charisma=20 Weight=10 FadeCoef=1 DefenseStab=0 DefenseSlash=0 DefenseSmash=0 StrReq=0 Noise=0 Visibility=0 Conspicuousness=0 SocialClassId=0 WealthLevel=0 VisibilityCoef=0
Jezhek's spurs [5575d3ec-e42a-438b-aca1-93f08d48bd43]                            Price=3360 Charisma=28 DefenseStab=1 Noise=1 Conspicuousness=1 MaxQuality=1 FadeCoef=1 DefenseSlash=0 DefenseSmash=0 StrReq=0 MaxStatus=0 SocialClassId=0 WealthLevel=0
A suspicious bag [4907ee7b-a80a-4567-9873-2f500e1f82c9]                          Price=3770 Conspicuousness=11 Weight=10 Charisma=9 MaxStatus=3 FadeCoef=1 DefenseStab=0 DefenseSlash=0 DefenseSmash=0 StrReq=0 Noise=0 Visibility=0 SocialClassId=0 WealthLevel=0 VisibilityCoef=0
A suspicious bag [5051c16a-437e-4cfa-b25e-f67566f52736]                          Price=3703 SocialClassId=60 Weight=34 Conspicuousness=28 MaxStatus=27 Charisma=15 WealthLevel=10 MaxQuality=3 DefenseStab=2 DefenseSlash=2 Visibility=1 FadeCoef=1 DefenseSmash=0 StrReq=0 Noise=0 VisibilityCoef=0
Legate's tunic [b10e85e2-e266-42f4-9b0a-31d617d36416]                            Price=2907 SocialClassId=60 Charisma=58 MaxStatus=16 WealthLevel=11 MaxQuality=4 DefenseSmash=3 DefenseStab=1 DefenseSlash=1 Conspicuousness=1 Weight=1 FadeCoef=1 StrReq=0
Legate's tunic [bd3f772d-ece1-4923-bbfd-666b867f30c0]                            Price=2907 SocialClassId=60 Charisma=58 MaxStatus=16 WealthLevel=11 MaxQuality=4 DefenseSmash=3 DefenseStab=1 DefenseSlash=1 Conspicuousness=1 Weight=1 FadeCoef=1 StrReq=0
Burgher coat [9a7a4ba8-bf08-4401-bfd5-58e13b20d454]                              Price=2440 SocialClassId=60 Charisma=26 MaxStatus=19 DefenseSmash=5 MaxQuality=4 DefenseSlash=3 DefenseStab=1 FadeCoef=1 StrReq=0 WealthLevel=0
Burgher coat [312657a7-0bfb-420e-b3c8-a534a01fe46a]                              Price=2440 Charisma=26 MaxStatus=19 WealthLevel=15 DefenseSmash=5 MaxQuality=4 DefenseSlash=3 SocialClassId=3 DefenseStab=1 FadeCoef=1 StrReq=0
A suspicious bag [466806c3-4f09-4efe-a9b5-283594dbad1d]                          Price=2557 Charisma=58 MaxStatus=18 DefenseSmash=5 MaxQuality=4 SocialClassId=3 DefenseStab=1 DefenseSlash=1 Conspicuousness=1 FadeCoef=1 StrReq=0 WealthLevel=0
Noblewoman's cotehardie [b428c02f-524f-47ba-866a-f3d04f2ff7c3]                   Price=2584 SocialClassId=60 Charisma=30 MaxStatus=18 WealthLevel=10 MaxQuality=4 DefenseSmash=3 Weight=3 DefenseStab=1 DefenseSlash=1 Visibility=1 FadeCoef=1 StrReq=0
A suspicious bag [90311895-1fe3-4d48-8251-d8e4aae1e319]                          Price=2953 Weight=22 Conspicuousness=5 FadeCoef=1 DefenseStab=0 DefenseSlash=0 DefenseSmash=0 StrReq=0 Noise=0 MaxStatus=0 Visibility=0 Charisma=0 SocialClassId=0 WealthLevel=0 VisibilityCoef=0
Riding boots [14847226-1258-4979-97f4-7067693d9cb6]                              Price=2120 Charisma=32 MaxStatus=18 DefenseSlash=5 MaxQuality=4 SocialClassId=3 Weight=3 DefenseStab=1 DefenseSmash=1 FadeCoef=1 StrReq=0 WealthLevel=0
A suspicious bag [e311ea75-ae1c-493b-9bf5-65ee3152eb0e]                          Price=2120 Charisma=32 MaxStatus=18 DefenseSlash=5 MaxQuality=4 SocialClassId=3 Weight=3 DefenseStab=1 DefenseSmash=1 FadeCoef=1 StrReq=0 WealthLevel=0
Gartered hose [03096c7e-5a03-4666-8d96-5736e5e37565]                             Price=1834 Charisma=26 MaxStatus=18 WealthLevel=8 MaxQuality=4 DefenseSmash=3 SocialClassId=3 DefenseStab=1 DefenseSlash=1 FadeCoef=1 StrReq=0
Burgher's shoes [ff692a18-0b9a-4725-96ff-f5e55bd3a2f2]                           Price=1953 Charisma=23 WealthLevel=11 MaxQuality=4 DefenseSlash=3 SocialClassId=3 DefenseStab=1 DefenseSmash=1 Weight=1 FadeCoef=1 StrReq=0 MaxStatus=0
Gartered hose [46df2226-b623-4f29-a41b-f454310bbb56]                             Price=1644 SocialClassId=60 Charisma=25 MaxStatus=16 WealthLevel=10 MaxQuality=4 DefenseSmash=3 DefenseStab=1 DefenseSlash=1 FadeCoef=1 StrReq=0
Gartered hose [7eb5dab1-5efb-486d-b3f4-e077b30ddbe6]                             Price=1644 SocialClassId=60 Charisma=25 MaxStatus=16 WealthLevel=10 MaxQuality=4 DefenseSmash=3 DefenseStab=1 DefenseSlash=1 FadeCoef=1 StrReq=0
A suspicious bag [0e5ead13-b7ba-42bd-bda2-97a45488f529]                          Price=1807 SocialClassId=60 Charisma=21 WealthLevel=10 MaxQuality=4 DefenseSlash=3 DefenseStab=1 DefenseSmash=1 Weight=1 FadeCoef=1 StrReq=0 MaxStatus=0
Gartered hose [2681f0d0-06e7-4ef2-967b-6cb77dabb213]                             Price=1644 Charisma=25 MaxStatus=16 WealthLevel=7 MaxQuality=4 DefenseSmash=3 SocialClassId=3 DefenseStab=1 DefenseSlash=1 FadeCoef=1 StrReq=0
Simple shoes [055b2c57-174b-4a57-9912-aad81a134926]                              Price=1807 Charisma=21 WealthLevel=11 MaxQuality=4 DefenseSlash=3 SocialClassId=3 DefenseStab=1 DefenseSmash=1 Weight=1 FadeCoef=1 StrReq=0 MaxStatus=0
Mended padded leggings [ffe35c10-6a19-42f3-9960-1c4801fd1fbf]                    Price=1332 SocialClassId=60 DefenseSmash=32 DefenseSlash=31 MaxStatus=22 Charisma=21 DefenseStab=20 WealthLevel=10 MaxQuality=4 FadeCoef=1 StrReq=0
Voivode's necklace [88083e07-95eb-4dbe-8b73-aa450d96c2c3]                        Price=1576 SocialClassId=60 Charisma=18 WealthLevel=10 MaxStatus=1 MaxQuality=1 FadeCoef=1 DefenseStab=0 DefenseSlash=0 DefenseSmash=0 StrReq=0 Weight=0
Oats' ring [7b3cce77-4ab8-4b81-ba77-5e26fbdb42f1]                                Price=1911 Charisma=22 MaxStatus=1 SocialClassId=1 MaxQuality=1 FadeCoef=1 DefenseStab=0 DefenseSlash=0 DefenseSmash=0 StrReq=0 Noise=0 RPGBuffWeight=0 WealthLevel=0 Weight=0
Plain troubadours' hose [ac032cfa-5a67-46e6-8d85-25df71e8dfcf]                   Price=1456 Charisma=21 MaxStatus=18 MaxQuality=4 DefenseSmash=3 SocialClassId=3 DefenseStab=1 DefenseSlash=1 FadeCoef=1 StrReq=0 WealthLevel=0
Plain troubadours' hose [f3bf351b-d625-44f9-ad9a-db91cf523b4d]                   Price=1456 Charisma=21 MaxStatus=18 MaxQuality=4 DefenseSmash=3 SocialClassId=3 DefenseStab=1 DefenseSlash=1 FadeCoef=1 StrReq=0 WealthLevel=0
